BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
200912,1,0,200912,31,2359,36042,208718,WISCONSIN,55,2009,December,Drought,Z,3,ASHLAND,DLH,01-DEC-09 00:00:00,CST-6,31-DEC-09 23:59:00,0,0,0,0,0.00K,0.00K,Other Federal Agency,,,,,,,,,,,,,,,,,,,,,,"Severe (D2) drought conditions continued across portions of northwest Wisconsin, according to the U.S. Drought Monitor.  The drought covered most of Sawyer and Washburn counties, southern Ashland and Bayfield counties, and a corner of Burnett and Price counties.",,CSV
200912,1,0,200912,31,2359,36042,208719,WISCONSIN,55,2009,December,Drought,Z,2,BAYFIELD,DLH,01-DEC-09 00:00:00,CST-6,31-DEC-09 23:59:00,0,0,0,0,0.00K,0.00K,Other Federal Agency,,,,,,,,,,,,,,,,,,,,,,"Severe (D2) drought conditions continued across portions of northwest Wisconsin, according to the U.S. Drought Monitor.  The drought covered most of Sawyer and Washburn counties, southern Ashland and Bayfield counties, and a corner of Burnett and Price counties.",,CSV
200912,1,0,200912,31,2359,36042,208720,WISCONSIN,55,2009,December,Drought,Z,9,PRICE,DLH,01-DEC-09 00:00:00,CST-6,31-DEC-09 23:59:00,0,0,0,0,0.00K,0.00K,Other Federal Agency,,,,,,,,,,,,,,,,,,,,,,"Severe (D2) drought conditions continued across portions of northwest Wisconsin, according to the U.S. Drought Monitor.  The drought covered most of Sawyer and Washburn counties, southern Ashland and Bayfield counties, and a corner of Burnett and Price counties.",,CSV
200912,1,0,200912,31,2359,36042,208721,WISCONSIN,55,2009,December,Drought,Z,8,SAWYER,DLH,01-DEC-09 00:00:00,CST-6,31-DEC-09 23:59:00,0,0,0,0,0.00K,0.00K,Other Federal Agency,,,,,,,,,,,,,,,,,,,,,,"Severe (D2) drought conditions continued across portions of northwest Wisconsin, according to the U.S. Drought Monitor.  The drought covered most of Sawyer and Washburn counties, southern Ashland and Bayfield counties, and a corner of Burnett and Price counties.",,CSV
200912,1,0,200912,31,2359,36042,208722,WISCONSIN,55,2009,December,Drought,Z,6,BURNETT,DLH,01-DEC-09 00:00:00,CST-6,31-DEC-09 23:59:00,0,0,0,0,0.00K,0.00K,Other Federal Agency,,,,,,,,,,,,,,,,,,,,,,"Severe (D2) drought conditions continued across portions of northwest Wisconsin, according to the U.S. Drought Monitor.  The drought covered most of Sawyer and Washburn counties, southern Ashland and Bayfield counties, and a corner of Burnett and Price counties.",,CSV
200912,1,0,200912,31,2359,36042,208724,WISCONSIN,55,2009,December,Drought,Z,7,WASHBURN,DLH,01-DEC-09 00:00:00,CST-6,31-DEC-09 23:59:00,0,0,0,0,0.00K,0.00K,Other Federal Agency,,,,,,,,,,,,,,,,,,,,,,"Severe (D2) drought conditions continued across portions of northwest Wisconsin, according to the U.S. Drought Monitor.  The drought covered most of Sawyer and Washburn counties, southern Ashland and Bayfield counties, and a corner of Burnett and Price counties.",,CSV
200911,1,0,200911,30,2359,35215,203580,WISCONSIN,55,2009,November,Drought,Z,3,ASHLAND,DLH,01-NOV-09 00:00:00,CST-6,30-NOV-09 23:59:00,0,0,0,0,0.00K,0.00K,Other Federal Agency,,,,,,,,,,,,,,,,,,,,,,"Extreme (D3) drought conditions prevailed across portions of northwest Wisconsin in early November, mainly across Sawyer and Washburn counties.  This area was downgraded slightly to severe (D2) drought status by the middle and end of the month.  Severe drought conditions also covered much of Price, as well as southern Iron, Ashland, and Bayfield counties, and eastern Burnett county through the month of November.",,CSV
200911,1,0,200911,30,2359,35215,203581,WISCONSIN,55,2009,November,Drought,Z,2,BAYFIELD,DLH,01-NOV-09 00:00:00,CST-6,30-NOV-09 23:59:00,0,0,0,0,0.00K,0.00K,Other Federal Agency,,,,,,,,,,,,,,,,,,,,,,"Extreme (D3) drought conditions prevailed across portions of northwest Wisconsin in early November, mainly across Sawyer and Washburn counties.  This area was downgraded slightly to severe (D2) drought status by the middle and end of the month.  Severe drought conditions also covered much of Price, as well as southern Iron, Ashland, and Bayfield counties, and eastern Burnett county through the month of November.",,CSV
200911,1,0,200911,30,2359,35215,203582,WISCONSIN,55,2009,November,Drought,Z,6,BURNETT,DLH,01-NOV-09 00:00:00,CST-6,30-NOV-09 23:59:00,0,0,0,0,0.00K,0.00K,Other Federal Agency,,,,,,,,,,,,,,,,,,,,,,"Extreme (D3) drought conditions prevailed across portions of northwest Wisconsin in early November, mainly across Sawyer and Washburn counties.  This area was downgraded slightly to severe (D2) drought status by the middle and end of the month.  Severe drought conditions also covered much of Price, as well as southern Iron, Ashland, and Bayfield counties, and eastern Burnett county through the month of November.",,CSV
200906,18,2223,200906,18,2223,28613,168296,WISCONSIN,55,2009,June,Hail,C,43,GRANT,ARX,18-JUN-09 22:23:00,CST-6,18-JUN-09 22:23:00,0,0,0,0,3.50K,8.00K,Fire Department/Rescue,1.25,,,,,,,,,,,2,SW,BLUE RIVER,2,SW,BLUE RIVER,43.16,-90.61,43.16,-90.61,A cluster of thunderstorms produced large hail up to the size of baseballs during the late evening of June 18.,,CSV
