BEGIN_YEARMONTH,BEGIN_DAY,BEGIN_TIME,END_YEARMONTH,END_DAY,END_TIME,EPISODE_ID,EVENT_ID,STATE,STATE_FIPS,YEAR,MONTH_NAME,EVENT_TYPE,CZ_TYPE,CZ_FIPS,CZ_NAME,WFO,BEGIN_DATE_TIME,CZ_TIMEZONE,END_DATE_TIME,INJURIES_DIRECT,INJURIES_INDIRECT,DEATHS_DIRECT,DEATHS_INDIRECT,DAMAGE_PROPERTY,DAMAGE_CROPS,SOURCE,MAGNITUDE,MAGNITUDE_TYPE,FLOOD_CAUSE,CATEGORY,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_WFO,TOR_OTHER_CZ_STATE,TOR_OTHER_CZ_FIPS,TOR_OTHER_CZ_NAME,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EPISODE_NARRATIVE,EVENT_NARRATIVE,DATA_SOURCE
200701,1,0,200701,31,2359,2379,11731,WISCONSIN,55,2007,January,Drought,Z,6,BURNETT,DLH,01-JAN-07 00:00:00,CST-6,31-JAN-07 23:59:00,0,0,0,0,0.00K,0.00K,Official NWS Observations,,,,,,,,,,,,,,,,,,,,,,"Drought conditions continued through the month of January across northwest Wisconsin. Extreme drought conditions plagued the northwestern half of Douglas County, according to the U.S. Drought Monitor. Severe drought conditions were found across Bayfield, Ashland, Iron, Burnett, the northern half of Washburn County, and the southeastern half of Douglas County.",,CSV
200701,1,0,200701,31,2359,2379,11732,WISCONSIN,55,2007,January,Drought,Z,1,DOUGLAS,DLH,01-JAN-07 00:00:00,CST-6,31-JAN-07 23:59:00,0,0,0,0,0.00K,0.00K,Official NWS Observations,,,,,,,,,,,,,,,,,,,,,,"Drought conditions continued through the month of January across northwest Wisconsin. Extreme drought conditions plagued the northwestern half of Douglas County, according to the U.S. Drought Monitor. Severe drought conditions were found across Bayfield, Ashland, Iron, Burnett, the northern half of Washburn County, and the southeastern half of Douglas County.",,CSV
200701,1,0,200701,31,2359,2379,11733,WISCONSIN,55,2007,January,Drought,Z,4,IRON,DLH,01-JAN-07 00:00:00,CST-6,31-JAN-07 23:59:00,0,0,0,0,0.00K,0.00K,Official NWS Observations,,,,,,,,,,,,,,,,,,,,,,"Drought conditions continued through the month of January across northwest Wisconsin. Extreme drought conditions plagued the northwestern half of Douglas County, according to the U.S. Drought Monitor. Severe drought conditions were found across Bayfield, Ashland, Iron, Burnett, the northern half of Washburn County, and the southeastern half of Douglas County.",,CSV
200701,1,0,200701,31,2359,2379,11734,WISCONSIN,55,2007,January,Drought,Z,7,WASHBURN,DLH,01-JAN-07 00:00:00,CST-6,31-JAN-07 23:59:00,0,0,0,0,0.00K,0.00K,Official NWS Observations,,,,,,,,,,,,,,,,,,,,,,"Drought conditions continued through the month of January across northwest Wisconsin. Extreme drought conditions plagued the northwestern half of Douglas County, according to the U.S. Drought Monitor. Severe drought conditions were found across Bayfield, Ashland, Iron, Burnett, the northern half of Washburn County, and the southeastern half of Douglas County.",,CSV
200709,1,0,200709,30,2359,10830,60080,WISCONSIN,55,2007,September,Drought,Z,5,VILAS,GRB,01-SEP-07 00:00:00,CST-6,30-SEP-07 23:59:00,0,0,0,0,,,Other Federal Agency,,,,,,,,,,,,,,,,,,,,,,"Rainfall totals for September were below normal across northern Wisconsin, causing severe drought (D2) conditions to continue throughout the month.",,CSV
200709,1,0,200709,30,2359,10830,60081,WISCONSIN,55,2007,September,Drought,Z,10,ONEIDA,GRB,01-SEP-07 00:00:00,CST-6,30-SEP-07 23:59:00,0,0,0,0,,,Other Federal Agency,,,,,,,,,,,,,,,,,,,,,,"Rainfall totals for September were below normal across northern Wisconsin, causing severe drought (D2) conditions to continue throughout the month.",,CSV
200709,1,0,200709,30,2359,10830,60082,WISCONSIN,55,2007,September,Drought,Z,12,FLORENCE,GRB,01-SEP-07 00:00:00,CST-6,30-SEP-07 23:59:00,0,0,0,0,,,Other Federal Agency,,,,,,,,,,,,,,,,,,,,,,"Rainfall totals for September were below normal across northern Wisconsin, causing severe drought (D2) conditions to continue throughout the month.",,CSV
200709,1,0,200709,30,2359,10830,60083,WISCONSIN,55,2007,September,Drought,Z,11,FOREST,GRB,01-SEP-07 00:00:00,CST-6,30-SEP-07 23:59:00,0,0,0,0,,,Other Federal Agency,,,,,,,,,,,,,,,,,,,,,,"Rainfall totals for September were below normal across northern Wisconsin, causing severe drought (D2) conditions to continue throughout the month.",,CSV
200709,1,0,200709,30,2359,10830,60084,WISCONSIN,55,2007,September,Drought,Z,13,NORTHERN MARINETTE,GRB,01-SEP-07 00:00:00,CST-6,30-SEP-07 23:59:00,0,0,0,0,,,Other Federal Agency,,,,,,,,,,,,,,,,,,,,,,"Rainfall totals for September were below normal across northern Wisconsin, causing severe drought (D2) conditions to continue throughout the month.",,CSV
200709,25,600,200709,30,2359,10832,60088,WISCONSIN,55,2007,September,Drought,Z,22,DOOR,GRB,25-SEP-07 06:00:00,CST-6,30-SEP-07 23:59:00,0,0,0,0,,,Other Federal Agency,,,,,,,,,,,,,,,,,,,,,,Below normal rainfall in northern Wisconsin during the month of September caused severe drought (D2) conditions to expand to the southeast late in the month.,,CSV
